1,Vissel Kobe,21,13,5,3,42,17,44
2,Yokohama Marinos,21,13,4,4,44,24,43
3,Nagoya Grampus,21,11,6,4,30,20,39
4,Uruwa Reds,21,10,7,4,27,17,37
5,Cerezo Osaka,21,11,2,8,30,23,35
6,Kashima Antlers,21,9,6,6,28,20,33
7,Kawasaki Frontale,21,9,5,7,27,23,32
8,Sanfrecce Hiroshima,21,9,4,8,24,21,31
9,Sagan Tosu,21,8,5,8,29,26,29
10,Avispa Fukuoka,21,8,5,8,21,26,29
11,Hokkaido Consadole Sapporo,21,4,6,8,41,40,27
12,FC Tokyo,21,7,5,9,26,31,26
13,Gamba Osaka,21,7,5,9,27,35,26
14,Albirex Niigata,21,6,6,9,22,29,24
15,Kyoto,21,7,2,12,24,31,23
16,Yokohama FC,21,3,6,12,15,41,15
17,Kashiwa Reysol,21,2,8,11,18,33,14
18,Shonan Bellmare,21,2,7,12,26,44,13
