1,Ehime,19,11,5,3,28,23,38
2,Kataller Toyama,19,11,3,5,32,22,36
3,Kagoshima United,19,9,4,6,27,20,31
4,Azul Claro Numazu,19,8,6,5,23,19,30
5,Imabari,19,7,8,4,27,21,29
6,Yamaga,19,8,4,7,33,26,28
7,Osaka,19,8,4,7,16,14,28
8,Nara Club,19,7,6,6,26,17,27
9,Gifu,19,7,6,6,21,17,27
10,Vanraure,19,7,5,7,22,21,26
11,Grulla Morioka,19,7,4,8,22,20,25
12,Tegevajaro Miyazaki,19,6,7,6,17,20,25
13,Gainare Tottori,19,5,9,5,26,27,24
14,Ryukyu,19,7,3,9,22,28,24
15,Nagano,19,6,5,8,26,30,23
16,Kamatamare Sanuki,19,6,5,8,13,26,23
17,YSCC,19,5,7,7,25,30,22
18,Fukushima United,19,5,4,10,14,24,19
19,Giravanz Kitakyushu,19,3,7,9,17,24,16
20,Sagamihara,19,2,8,9,19,27,14
